0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,,,,,,,,,,,,,,
,,,网损率,,,0.136978575,0.136155968,0.13338638,0.13131802,0.128371872,0.124951305,0.121018546,0.118771795,0.114637655,0.113082784,0.107681996,0.103376257,0.101429281,0.097980648,,,,,,,,,,,,,,
,,,配电平均负载率,,,0.508395326,0.509857722,0.5132333,0.515457019,0.519131666,0.522348862,0.524592471,0.526909519,0.528402371,0.529308661,0.531496498,0.533163236,0.53432185,0.535388033,,,,,,,,,,,,,,
,,主动能力,清洁能源消纳率,,,0.741233636,0.760640495,0.769179453,0.775486599,0.805155005,0.819382315,0.834973713,0.835337556,0.851339278,0.849203648,0.865323894,0.876168579,0.874658576,0.878304053,,,,,,,,,,,,,,
30,投资,网络架构,线路联络率,,,0.18985,0.203690065,0.217133609,0.222648803,0.227057249,0.24054445,0.253221142,0.271984829,0.290914973,0.315468197,0.317361006,0.323739962,0.340930554,0.34601042,,,,,,,,,,,,,,
,,,无功补偿比例,,,0.2084,0.2274165,0.22954853,0.256979579,0.259099661,0.281252681,0.297389554,0.312333379,0.339818717,0.363521072,0.392693638,0.40442536,0.418276929,0.444942083,,,,,,,,,,,,,,
,,装备水平,电缆化率,,,0.26485,0.269735011,0.273661154,0.292057265,0.319835156,0.337888074,0.353168123,0.36521508,0.370733886,0.387375718,0.414578102,0.445210817,0.47484207,0.495154759,,,,,,,,,,,,,,
,,,架空线路绝缘化率,,,0.3892,0.431039,0.433032555,0.466430191,0.480656312,0.499942647,0.522502558,0.552219892,0.553255304,0.563767155,0.605697337,0.668084162,0.716770796,0.77017022,,,,,,,,,,,,,,
,,,自动化率,,,0.2764,0.28695848,0.323803949,0.354371042,0.424111263,0.457616052,0.477568112,0.544809702,0.597547282,0.662799445,0.792973256,0.861961929,0.97,0.97,,,,,,,,,,,,,,
,,,运行59年以上配电比例,,,0.39703,0.39663297,0.345523979,0.331604298,0.330277881,0.323011768,0.291587337,0.281090193,0.266995528,0.235070491,0.207970222,0.203751397,0.175429953,0.151345927,,,,,,,,,,,,,,
,,,运行59年以上线路比例,,,0.3359,0.295815933,0.27885582,0.23791049,0.209400883,0.19673213,0.16623865,0.158480846,0.147704148,0.129881181,0.122001723,0.101891772,0.087389177,0.084301426,,,,,,,,,,,,,,
,环境,负荷与自然因素,年平均日照小时数,,,0.49847,0.49,0.49,0.500829,0.501229663,0.515163848,0.495948236,0.49,0.522634,0.56428793,0.543014275,0.564300434,0.618360416,0.665417644,,,,,,,,,,,,,,
,,,年最大负荷利用小时数,,,0.51472,0.525455589,0.528683387,0.538778722,0.557405072,0.583470395,0.599696429,0.624798008,0.640001427,0.644146198,0.670586865,0.674801983,0.696556313,0.71861393,,,,,,,,,,,,,,
,,能源因素,分布式光伏装机容量,,,0.02997,0.06,0.06944,0.07200928,0.082306607,0.090509832,0.105112085,0.127290735,0.141207855,0.155752265,0.182956993,0.238331977,0.288222804,0.350959301,,,,,,,,,,,,,,
,,,分布式风机装机容量,,,0.12538,0.143539203,0.166433706,0.192286409,0.214591632,0.221923513,0.2573573,0.294931466,0.302058977,0.338003995,0.382282518,0.429048413,0.486254868,0.51,,,,,,,,,,,,,,
,效益,供电质量,供电可靠性,,,0.583651505,0.606759502,0.6453951,0.682041794,0.711197741,0.737811444,0.77472822,0.786876204,0.813060048,0.846360911,0.877311174,0.884068488,0.91018617,0.916576802,,,,,,,,,,,,,,
,,,系统平均停电频率,,,0.008133191,0.007850048,0.007389804,0.006749689,0.006317191,0.005921737,0.005483748,0.005200773,0.004896457,0.004530346,0.003857291,0.003496581,0.003078487,0.002795869,,,,,,,,,,,,,,
,,,电压合格率,,,0.403493209,0.429941429,0.466258803,0.512935587,0.544257365,0.579918232,0.619140197,0.644467847,0.672728796,0.729323339,0.764992579,0.780047541,0.812278692,0.824449606,,,,,,,,,,,,,,
,,,系统失负荷量,,,4934.246988,4909.250955,4908.000268,4877.595789,4855.445683,4863.520835,4835.177076,4864.588156,4839.448451,4835.751895,4810.883814,4822.477783,4841.850609,4826.38517,,,,,,,,,,,,,,
,,运行水平,线路重载比例,,,0.250228432,0.251154129,0.246719873,0.242669238,0.241855,0.241201342,0.238668254,0.240693332,0.239175823,0.23315464,0.231723293,0.232137196,0.231464227,0.233305144,,,,,,,,,,,,,,
,,,线路平均负载率,,,0.447207025,0.451673483,0.457091676,0.463766981,0.468525286,0.4734318,0.479296129,0.483243377,0.486659477,0.492045696,0.495285805,0.49658691,0.499949378,0.502097841,,,,,,,,,,,,,,
,,,配电重载比例,,,0.375483106,0.368796723,0.353596433,0.334885175,0.326741041,0.318450237,0.305008739,0.299396912,0.289392099,0.268991959,0.242916659,0.223537313,0.203163462,0.187814448,,,,,,,,,,,,,,
,,,网损率,,,0.138801055,0.137339193,0.134655034,0.131438371,0.129838697,0.127875691,0.124718893,0.122872429,0.12051395,0.116256077,0.11324709,0.110964401,0.107633745,0.105732608,,,,,,,,,,,,,,
,,,配电平均负载率,,,0.502855761,0.505383147,0.507747354,0.512893663,0.514955269,0.518046337,0.520877826,0.522391673,0.524005948,0.526172028,0.528344538,0.528883456,0.53055399,0.530976958,,,,,,,,,,,,,,
,,主动能力,清洁能源消纳率,,,0.705471141,0.716342444,0.73066529,0.747846701,0.766247334,0.790307673,0.796969674,0.807680893,0.818121021,0.832797468,0.845305882,0.857608832,0.8563622,0.865794749,,,,,,,,,,,,,,
31,投资,网络架构,线路联络率,,,0.165,0.178464,0.192723274,0.198466427,0.205234132,0.206055069,0.221344355,0.231459792,0.238750775,0.243979417,0.2512988,0.270925236,0.271710919,0.272743421,,,,,,,,,,,,,,
,,,无功补偿比例,,,0.1661,0.16784405,0.174998403,0.186810795,0.197038686,0.219107019,0.220175165,0.243100904,0.244498735,0.244896045,0.249610294,0.275351356,0.276762531,0.293368283,,,,,,,,,,,,,,
,,装备水平,电缆化率,,,0.3967,0.425526867,0.429072924,0.462254563,0.50848002,0.558876039,0.569308392,0.623961998,0.634084048,0.643031678,0.709121045,0.782790843,0.8,0.8,,,,,,,,,,,,,,
,,,架空线路绝缘化率,,,0.4446,0.496006875,0.555837704,0.602041713,0.631315992,0.664223338,0.726826387,0.770072558,0.856224425,0.879235456,0.935286717,0.95,0.95,0.95,,,,,,,,,,,,,,
,,,自动化率,,,0.2794,0.28828492,0.315095418,0.37408128,0.44261297,0.493956075,0.495141569,0.543467386,0.554119347,0.657628841,0.774292198,0.901740693,0.999,0.999,,,,,,,,,,,,,,
,,,运行60年以上配电比例,,,0.39118,0.384082877,0.376291482,0.339952476,0.334901753,0.314951177,0.298123786,0.262093397,0.248951285,0.215200604,0.213356027,0.210887193,0.195161034,0.181025799,,,,,,,,,,,,,,
,,,运行60年以上线路比例,,,0.3259,0.3125381,0.29451507,0.249650607,0.231218071,0.199271441,0.182897971,0.158084813,0.140194881,0.134657184,0.121662765,0.103230856,0.098946776,0.090651738,,,,,,,,,,,,,,
,环境,负荷与自然因素,年平均日照小时数,,,0.51915,0.55434837,0.522750513,0.543503708,0.562471988,0.581033563,0.633791411,0.685952444,0.658034179,0.662772026,0.635730927,0.617803315,0.677915577,0.693372052,,,,,,,,,,,,,,
,,,年最大负荷利用小时数,,,0.52824,0.534905886,0.543209663,0.567757566,0.573408106,0.57979751,0.59790928,0.620686777,0.628194131,0.653531294,0.66949613,0.673704391,0.688878781,0.708561032,,,,,,,,,,,,,,
,,能源因素,分布式光伏装机容量,,,0.02793,0.06,0.07356,0.08665368,0.107797178,0.125691509,0.163231374,0.214431614,0.247668515,0.249567307,0.260797835,0.305133467,0.403183022,0.429389918,,,,,,,,,,,,,,
,,,分布式风机装机容量,,,0.10399,0.110073415,0.111082421,0.114914765,0.128570469,0.138041827,0.158333976,0.168124293,0.186758069,0.198461575,0.227734657,0.257985411,0.295092313,0.338077426,,,,,,,,,,,,,,
,效益,供电质量,供电可靠性,,,0.640566452,0.66440658,0.688910602,0.749695284,0.777956479,0.821245276,0.835546167,0.871657877,0.884548364,0.903646253,0.930111674,0.943508954,0.946778442,0.94478075,,,,,,,,,,,,,,
,,,系统平均停电频率,,,0.006620377,0.006137854,0.005744225,0.004860642,0.004351409,0.003776598,0.003487903,0.002936525,0.002707849,0.002477281,0.002177836,0.001937797,0.00188538,0.001848753,,,,,,,,,,,,,,
,,,电压合格率,,,0.429196618,0.447554853,0.466212421,0.528465295,0.573824491,0.628701098,0.644974595,0.707587306,0.715899096,0.746237752,0.796626165,0.850008436,0.856929612,0.853002854,,,,,,,,,,,,,,
,,,系统失负荷量,,,4853.959304,4885.963202,4855.74396,4834.47927,4845.456145,4828.361881,4804.147653,4826.096203,4806.054159,4818.446206,4801.447444,4832.063473,4786.91329,4783.800846,,,,,,,,,,,,,,
,,运行水平,线路重载比例,,,0.236512024,0.233789529,0.232554443,0.225010656,0.219144157,0.209870453,0.210746928,0.203922078,0.203933692,0.200024117,0.192551266,0.184188715,0.193136111,0.19955723,,,,,,,,,,,,,,
,,,线路平均负载率,,,0.45542623,0.458713414,0.461304221,0.471386329,0.476023733,0.483303747,0.48589049,0.492982831,0.494804212,0.497742724,0.501971028,0.505633065,0.506522205,0.506641022,,,,,,,,,,,,,,
,,,配电重载比例,,,0.342933782,0.328132743,0.316266238,0.286939145,0.263650844,0.230237109,0.221072153,0.189304596,0.17569826,0.161790868,0.138943832,0.116760255,0.113072451,0.114359613,,,,,,,,,,,,,,
,,,网损率,,,0.13652716,0.134595371,0.132659736,0.127957998,0.124730051,0.119956066,0.117427385,0.112225921,0.109512571,0.106943926,0.102090666,0.097467257,0.097914814,0.097871503,,,,,,,,,,,,,,
,,,配电平均负载率,,,0.505662225,0.507760843,0.509863842,0.515374266,0.518138306,0.521302747,0.523481531,0.526537007,0.527944599,0.529085334,0.53089356,0.532575433,0.53253224,0.532813338,,,,,,,,,,,,,,
,,主动能力,清洁能源消纳率,,,0.736165966,0.749944302,0.761987939,0.788288202,0.807604895,0.827696943,0.831012159,0.847002717,0.845329994,0.860932931,0.872766386,0.879181298,0.879100212,0.874580873,,,,,,,,,,,,,,
32,投资,网络架构,线路联络率,,,0.1519,0.16172793,0.162035213,0.177995682,0.180078231,0.188433861,0.197045288,0.205833508,0.210732346,0.226010441,0.23855402,0.24478028,0.246665088,0.248934407,,,,,,,,,,,,,,
,,,无功补偿比例,,,0.188,0.189786,0.200390293,0.209658344,0.22121576,0.240599791,0.269652216,0.287213316,0.296906766,0.333092278,0.356825103,0.392552216,0.410854963,0.42780273,,,,,,,,,,,,,,
,,装备水平,电缆化率,,,0.39505,0.420289306,0.460403585,0.466951547,0.500312641,0.531665566,0.581228612,0.585103469,0.618779424,0.621529555,0.66351733,0.665507882,0.679187766,0.742955951,,,,,,,,,,,,,,
,,,架空线路绝缘化率,,,0.4784,0.48737,0.523313538,0.545881434,0.572288448,0.631305694,0.697119313,0.70034349,0.752168908,0.838292248,0.880730793,0.95,0.95,0.95,,,,,,,,,,,,,,
,,,自动化率,,,0.3374,0.36884568,0.376075055,0.428725563,0.509926185,0.536544332,0.551031029,0.620681351,0.730169541,0.753827034,0.820163813,0.97,0.97,0.97,,,,,,,,,,,,,,
,,,运行61年以上配电比例,,,0.31126,0.2863592,0.25612785,0.251224831,0.231306291,0.228761922,0.209840043,0.192483274,0.18607633,0.169169967,0.150198763,0.145671343,0.144610024,0.134652591,,,,,,,,,,,,,,
,,,运行61年以上线路比例,,,0.3427,0.321909533,0.31708089,0.276230302,0.2409649,0.235904637,0.222576025,0.206402168,0.204303746,0.20018362,0.196847226,0.19602703,0.179789457,0.178920475,,,,,,,,,,,,,,
,环境,负荷与自然因素,年平均日照小时数,,,0.52575,0.49,0.49,0.513275,0.49,0.512638,0.512843055,0.49,0.49,0.496811,0.49,0.531601,0.562912299,0.509154174,,,,,,,,,,,,,,
,,,年最大负荷利用小时数,,,0.538,0.557880381,0.58160358,0.589469076,0.604205803,0.620174099,0.630244545,0.652333116,0.658297304,0.671055733,0.673835821,0.683815009,0.696905182,0.714692857,,,,,,,,,,,,,,
,,能源因素,分布式光伏装机容量,,,0.02982,0.06,0.06918,0.07469134,0.079770351,0.090565939,0.11864138,0.142962862,0.182801847,0.209978388,0.211938186,0.239843381,0.281336286,0.333758614,,,,,,,,,,,,,,
,,,分布式风机装机容量,,,0.00828,0.1,0.103275,0.109497319,0.135721927,0.149294119,0.165604502,0.189617155,0.23289727,0.25339223,0.305781073,0.316942083,0.355450546,0.382287062,,,,,,,,,,,,,,
,效益,供电质量,供电可靠性,,,0.686373853,0.70602671,0.742468916,0.774944391,0.819309343,0.833663766,0.863435952,0.879268395,0.890728584,0.903572197,0.926814757,0.939783913,0.939523975,0.93771216,,,,,,,,,,,,,,
,,,系统平均停电频率,,,0.005424315,0.005270176,0.004662446,0.004364425,0.003872775,0.003472571,0.003009301,0.00286091,0.002585024,0.002343731,0.002135116,0.001917992,0.001876043,0.001786365,,,,,,,,,,,,,,
,,,电压合格率,,,0.489279184,0.513738469,0.540748916,0.589292729,0.638258237,0.66602369,0.708560802,0.731202928,0.757471259,0.776017081,0.812043301,0.842374559,0.845244034,0.861184699,,,,,,,,,,,,,,
,,,系统失负荷量,,,4860.942499,4824.804625,4845.932256,4853.717442,4849.548419,4828.375296,4797.053958,4827.951527,4825.759011,4816.540303,4814.017515,4821.550173,4817.3704,4785.880928,,,,,,,,,,,,,,
,,运行水平,线路重载比例,,,0.221820059,0.225986569,0.220548252,0.217125188,0.211127488,0.208049381,0.200702314,0.202975041,0.202161909,0.200958061,0.192843127,0.190531389,0.195728451,0.195765562,,,,,,,,,,,,,,
,,,线路平均负载率,,,0.460933641,0.46598978,0.473031786,0.477566152,0.483686091,0.487456196,0.492287305,0.494239006,0.495930409,0.498549379,0.501796369,0.503391521,0.504691631,0.507455046,,,,,,,,,,,,,,
,,,配电重载比例,,,0.18664203,0.185819906,0.171988547,0.164634725,0.150826031,0.138694976,0.119597284,0.115957126,0.103925672,0.092054901,0.0791336,0.066438464,0.066589438,0.061727917,,,,,,,,,,,,,,
,,,网损率,,,0.133697596,0.132393744,0.12981823,0.126693379,0.122852403,0.119931253,0.11521326,0.113945481,0.111394385,0.107979971,0.103324679,0.100554368,0.100200002,0.09831444,,,,,,,,,,,,,,
,,,配电平均负载率,,,0.51178817,0.512536961,0.517076328,0.519205857,0.522303318,0.524382828,0.527182777,0.528513732,0.52878318,0.529934687,0.532121775,0.532513826,0.533257066,0.533786505,,,,,,,,,,,,,,
,,主动能力,清洁能源消纳率,,,0.774849216,0.772139398,0.790184429,0.803451258,0.827676449,0.831708075,0.841010059,0.854339063,0.856167545,0.863674136,0.870391506,0.872039537,0.870889758,0.873125269,,,,,,,,,,,,,,
33,投资,网络架构,线路联络率,,,0.35665,0.366591619,0.37483993,0.390583207,0.43877141,0.480454694,0.49648987,0.529816752,0.531339976,0.569530036,0.609895478,0.617214223,0.644911712,0.655875211,,,,,,,,,,,,,,
,,,无功补偿比例,,,0.3979,0.414114425,0.427417851,0.439278696,0.443891123,0.450993381,0.498291311,0.523517309,0.563828142,0.595895867,0.660252621,0.726938136,0.780913292,0.846217166,,,,,,,,,,,,,,
,,装备水平,电缆化率,,,0.41645,0.449944479,0.499824038,0.51796051,0.564428967,0.640143082,0.711839107,0.800717304,0.886965996,0.93,0.93,0.93,0.93,0.93,,,,,,,,,,,,,,
,,,架空线路绝缘化率,,,0.4761,0.514723613,0.535312557,0.552777129,0.602941654,0.629546454,0.67062436,0.71522088,0.793001151,0.80628392,0.828759084,0.907491197,0.919628892,0.95,,,,,,,,,,,,,,
,,,自动化率,,,0.39298,0.413742443,0.448979508,0.507720994,0.561370179,0.630138026,0.694937219,0.78817463,0.868437079,0.953399174,0.999,0.999,0.999,0.999,,,,,,,,,,,,,,
,,,运行62年以上配电比例,,,0.35886,0.33379961,0.328903882,0.303742735,0.292757373,0.291293586,0.248473429,0.227974371,0.225390662,0.214609475,0.201446761,0.170591832,0.150319836,0.139045848,,,,,,,,,,,,,,
,,,运行62年以上线路比例,,,0.31444,0.27387724,0.267486771,0.253309972,0.219915274,0.193195568,0.169529111,0.158227171,0.15601199,0.143167003,0.11980692,0.111959567,0.095146972,0.086536171,,,,,,,,,,,,,,
,环境,负荷与自然因素,年平均日照小时数,,,0.6137,0.58203308,0.558751757,0.589427228,0.548933578,0.56155905,0.612717079,0.609837309,0.61508191,0.595091748,0.6129445,0.629310119,0.663418727,0.693604279,,,,,,,,,,,,,,
,,,年最大负荷利用小时数,,,0.5,0.510111111,0.532641019,0.553680339,0.563308225,0.587311414,0.597589364,0.602336879,0.616458333,0.638479594,0.662351637,0.676297819,0.693919134,0.70101253,,,,,,,,,,,,,,
,,能源因素,分布式光伏装机容量,,,0.09117,0.105225375,0.106417929,0.10843987,0.121543021,0.123629509,0.136383954,0.140998278,0.144781731,0.153613417,0.170664506,0.184971881,0.204085642,0.215174295,,,,,,,,,,,,,,
,,,分布式风机装机容量,,,0.10297,0.12294618,0.128134509,0.137155178,0.159758352,0.18937755,0.206156401,0.226194803,0.244290387,0.274240389,0.296728101,0.351266726,0.414002963,0.430066278,,,,,,,,,,,,,,
,效益,供电质量,供电可靠性,,,0.325985907,0.434463748,0.511393552,0.584457231,0.678822856,0.768935703,0.846771498,0.900243792,0.93469146,0.94688371,0.971683114,0.971741185,0.977617725,0.992018667,,,,,,,,,,,,,,
,,,系统平均停电频率,,,0.00564378,0.005020327,0.004530104,0.0041218,0.003809074,0.003448618,0.002760769,0.002343268,0.001889435,0.001811348,0.001680924,0.001517583,0.00149524,0.001362526,,,,,,,,,,,,,,
,,,电压合格率,,,0.627640884,0.675841911,0.703760444,0.748477969,0.799440979,0.854856234,0.909875798,0.949566302,0.965484514,0.983548356,0.992775756,0.999,0.999,0.999,,,,,,,,,,,,,,
,,,系统失负荷量,,,4875.926281,4852.039996,4845.656788,4829.280084,4808.623782,4824.047721,4828.227428,4805.697802,4799.837239,4796.573845,4829.258732,4793.458643,4799.308655,4782.599857,,,,,,,,,,,,,,
,,运行水平,线路重载比例,,,0.210391763,0.203174701,0.197733888,0.191977203,0.18217825,0.171192979,0.150438775,0.129962831,0.115187314,0.107950543,0.10339203,0.098497335,0.096869467,0.090457664,,,,,,,,,,,,,,
,,,线路平均负载率,,,0.47287695,0.480282334,0.486003744,0.491668598,0.497563953,0.504002926,0.50969392,0.513333803,0.516144775,0.516979902,0.51801493,0.518937745,0.519112776,0.519327052,,,,,,,,,,,,,,
,,,配电重载比例,,,0.169857047,0.155659998,0.146497281,0.137644732,0.129504585,0.121909082,0.094373231,0.07541028,0.057172544,0.053187848,0.051226375,0.042645529,0.041902675,0.037290156,,,,,,,,,,,,,,
,,,网损率,,,0.12053417,0.116140766,0.113075852,0.109700785,0.103986524,0.098460788,0.092502544,0.087922178,0.08516217,0.083689096,0.082690692,0.082024628,0.081569553,0.081195533,,,,,,,,,,,,,,
,,,配电平均负载率,,,0.516776352,0.520330653,0.523648147,0.526383074,0.528047673,0.531939496,0.534617635,0.536672385,0.537183449,0.53867168,0.539081668,0.538967971,0.539226773,0.540165988,,,,,,,,,,,,,,
,,主动能力,清洁能源消纳率,,,0.811435856,0.825355231,0.836656044,0.848610922,0.86564508,0.874668466,0.882438434,0.888376245,0.893087102,0.891734484,0.894394349,0.8959671,0.894470963,0.893912234,,,,,,,,,,,,,,
34,投资,网络架构,线路联络率,,,0.3879,0.424847475,0.469137824,0.487258273,0.49517622,0.499137629,0.561529833,0.625263469,0.641598477,0.673919001,0.717049817,0.78669328,0.855528942,0.87,,,,,,,,,,,,,,
,,,无功补偿比例,,,0.3996,0.4383612,0.457539503,0.502435566,0.557766283,0.622885496,0.62561062,0.641250886,0.675798277,0.726652098,0.79704652,0.797644305,0.838025048,0.92643669,,,,,,,,,,,,,,
,,装备水平,电缆化率,,,0.41285,0.453545214,0.50142663,0.534664053,0.552078825,0.615252416,0.651552309,0.652203861,0.718914999,0.719633914,0.780288772,0.808936517,0.877580559,0.93,,,,,,,,,,,,,,
,,,架空线路绝缘化率,,,0.3999,0.428342888,0.433215288,0.439875973,0.45769095,0.457805373,0.51468769,0.574134118,0.622504918,0.63106436,0.636586174,0.676452383,0.706977296,0.733400573,,,,,,,,,,,,,,
,,,自动化率,,,0.39664,0.418984053,0.466887897,0.517000531,0.594809111,0.693349154,0.758639532,0.867883625,0.912724279,0.966422891,0.999,0.999,0.999,0.999,,,,,,,,,,,,,,
,,,运行63年以上配电比例,,,0.33611,0.325858645,0.296802916,0.263313653,0.258968978,0.228583285,0.192695709,0.186176171,0.17115796,0.158492271,0.149643119,0.130064811,0.129587907,0.112827871,,,,,,,,,,,,,,
,,,运行63年以上线路比例,,,0.3349,0.29220025,0.255723919,0.236587246,0.215136669,0.189929822,0.167518103,0.165033251,0.164813207,0.145969564,0.125436512,0.116760486,0.099596695,0.084292003,,,,,,,,,,,,,,
,环境,负荷与自然因素,年平均日照小时数,,,0.6769,0.65578072,0.651386989,0.59478146,0.565458734,0.595710776,0.575277896,0.555315753,0.549262812,0.556787712,0.598157039,0.596422384,0.585030716,0.583802152,,,,,,,,,,,,,,
,,,年最大负荷利用小时数,,,0.55984,0.568299804,0.57451953,0.575572816,0.597764346,0.623036494,0.627224683,0.641093318,0.641235783,0.646080676,0.657602448,0.689642301,0.70247731,0.718790394,,,,,,,,,,,,,,
,,能源因素,分布式光伏装机容量,,,0.10872,0.12468372,0.127115053,0.131182734,0.149723227,0.151170552,0.15764569,0.177876887,0.197413699,0.203961253,0.208550381,0.239832939,0.268013309,0.280341921,,,,,,,,,,,,,,
,,,分布式风机装机容量,,,0.12637,0.143960704,0.149431211,0.178659956,0.191952256,0.225198387,0.266409692,0.293157225,0.327222094,0.335926202,0.344257172,0.373519032,0.430368628,0.445947973,,,,,,,,,,,,,,
,效益,供电质量,供电可靠性,,,0.739822419,0.796332406,0.854073681,0.886953767,0.911726301,0.947641736,0.958432364,0.975241587,0.981417336,0.9919633,0.99797956,0.999,0.996810605,0.999,,,,,,,,,,,,,,
,,,系统平均停电频率,,,0.005616057,0.005033305,0.00447301,0.003824181,0.003218751,0.002329628,0.00210724,0.002045597,0.001624479,0.001431127,0.001108359,0.001201565,0.001160599,0.000801463,,,,,,,,,,,,,,
,,,电压合格率,,,0.587723752,0.656684135,0.7274176,0.780022589,0.816521677,0.880591259,0.91151414,0.930367678,0.951871325,0.958427751,0.981708474,0.990373288,0.996504287,0.995157446,,,,,,,,,,,,,,
,,,系统失负荷量,,,2095.950492,2108.458538,2100.03318,2070.511579,2038.067606,2033.920891,2053.975668,2034.509707,2044.593392,2022.039454,2008.867317,2034.47863,2011.76882,2017.106942,,,,,,,,,,,,,,
,,运行水平,线路重载比例,,,0.165942528,0.120021191,0.111217329,0.094081492,0.107887244,0.074767891,0.068027611,0.087184783,0.091454115,0.067066496,0.068569172,0.078571981,0.052226414,0.060178957,,,,,,,,,,,,,,
,,,线路平均负载率,,,0.645406872,0.65591667,0.665377858,0.672793725,0.678382327,0.685728126,0.689945795,0.692106088,0.693963708,0.695684071,0.697469671,0.699050666,0.69949914,0.700520132,,,,,,,,,,,,,,
,,,配电重载比例,,,0.191233221,0.178882718,0.166148732,0.148400024,0.136482496,0.11212361,0.104656693,0.107060623,0.089775293,0.084758942,0.074382457,0.084230252,0.08757939,0.072255224,,,,,,,,,,,,,,
,,,网损率,,,0.129437853,0.123708915,0.118397066,0.114606784,0.112330417,0.108712914,0.106392749,0.105176521,0.103861924,0.102927037,0.101849572,0.101525771,0.100972718,0.100668056,,,,,,,,,,,,,,
,,,配电平均负载率,,,0.768910823,0.773188831,0.77800402,0.781980637,0.78530877,0.789834994,0.791402368,0.793795234,0.794276301,0.796531828,0.79819013,0.798254531,0.799381918,0.799870014,,,,,,,,,,,,,,
,,主动能力,清洁能源消纳率,,,0.685901113,0.745748764,0.799778185,0.828263083,0.862041028,0.899005397,0.921629223,0.938203307,0.953151399,0.965548424,0.98358357,0.987454925,1.000639503,1.003864057,,,,,,,,,,,,,,
35,投资,网络架构,线路联络率,,,0.3639,0.370222763,0.370361596,0.415638301,0.439329684,0.484306061,0.539335337,0.596370049,0.614410243,0.636068204,0.675504432,0.732077929,0.737934552,0.799090878,,,,,,,,,,,,,,
,,,无功补偿比例,,,0.3858,0.394625175,0.415441653,0.431332296,0.443355684,0.478602461,0.512822537,0.535514934,0.579427159,0.625057047,0.631698279,0.63556743,0.687127838,0.769153724,,,,,,,,,,,,,,
,,装备水平,电缆化率,,,0.4484,0.471012171,0.52679347,0.543124068,0.556546991,0.56091986,0.584718889,0.665493626,0.744021874,0.778672036,0.827839613,0.851373911,0.904037468,0.93,,,,,,,,,,,,,,
,,,架空线路绝缘化率,,,0.4382,0.469257425,0.518940055,0.580304716,0.60562051,0.614704817,0.629073542,0.643935405,0.722093065,0.744838996,0.8232333,0.914920909,0.95,0.95,,,,,,,,,,,,,,
,,,自动化率,,,0.37276,0.38524746,0.424606909,0.439609686,0.494267824,0.513379513,0.537080534,0.585954863,0.647675441,0.668185164,0.74057189,0.806112502,0.837819594,0.854855259,,,,,,,,,,,,,,
,,,运行64年以上配电比例,,,0.33464,0.332241747,0.293147968,0.251765246,0.249918968,0.240380394,0.233930187,0.23217571,0.217316465,0.200583097,0.199112154,0.181656655,0.175813366,0.14876741,,,,,,,,,,,,,,
,,,运行64年以上线路比例,,,0.31123,0.289495772,0.26151118,0.232962877,0.196193569,0.182067632,0.155607136,0.139657405,0.138121173,0.133770356,0.125275939,0.120014349,0.11249345,0.109793607,,,,,,,,,,,,,,
,环境,负荷与自然因素,年平均日照小时数,,,0.6732,0.7,0.7,0.7,0.7,0.69265,0.7,0.63147,0.570975174,0.575485878,0.610475419,0.556021012,0.543510539,0.528781403,,,,,,,,,,,,,,
,,,年最大负荷利用小时数,,,0.54496,0.549682987,0.553988837,0.55752821,0.563815889,0.571803281,0.579522625,0.601093745,0.630914674,0.654293567,0.68657205,0.71941308,0.748469375,0.761234936,,,,,,,,,,,,,,
,,能源因素,分布式光伏装机容量,,,0.09717,0.107874895,0.125440524,0.131252601,0.14859982,0.149689552,0.155951565,0.163411248,0.188113582,0.202253453,0.218838236,0.233536871,0.270396774,0.306945404,,,,,,,,,,,,,,
,,,分布式风机装机容量,,,0.11569,0.134593746,0.158955214,0.180318795,0.183744852,0.203148308,0.219887729,0.260874802,0.27610989,0.292400373,0.306260151,0.343133873,0.362555251,0.383075878,,,,,,,,,,,,,,
,效益,供电质量,供电可靠性,,,0.755603275,0.782460608,0.83420408,0.873604017,0.897691092,0.922338581,0.943812106,0.961441006,0.974795866,0.979329276,0.991620538,0.990142215,0.998195052,0.999,,,,,,,,,,,,,,
,,,系统平均停电频率,,,0.00504785,0.004672965,0.003678086,0.003252069,0.002990343,0.002954918,0.002830119,0.002595727,0.001898788,0.001583438,0.001362696,0.001272806,0.000984917,0.00085271,,,,,,,,,,,,,,
,,,电压合格率,,,0.606126616,0.63008259,0.688700815,0.739696941,0.773683072,0.808090512,0.840702634,0.889264429,0.921687299,0.946765898,0.95685416,0.969678518,0.981694565,0.986591083,,,,,,,,,,,,,,
,,,系统失负荷量,,,2115.355755,2115.718389,2064.86824,2061.06309,2040.600169,2085.034466,2037.253946,2059.191581,2056.692125,2060.054015,2012.17547,2034.350194,2014.153973,2040.761943,,,,,,,,,,,,,,
,,运行水平,线路重载比例,,,0.148329808,0.130504798,0.101781455,0.093299816,0.091474449,0.115388555,0.086988482,0.074328626,0.0571913,0.083066972,0.048831663,0.063153136,0.084299426,0.04649515,,,,,,,,,,,,,,
,,,线路平均负载率,,,0.646206025,0.650970125,0.661141963,0.667958011,0.672386456,0.676018542,0.681722689,0.687472632,0.691724113,0.69456867,0.695993585,0.69718275,0.699085468,0.699726444,,,,,,,,,,,,,,
